Provincias con mayor número de pernoctaciones;Establecimientos y personal empleado (plazas);Periodo;Total
20 Gipuzkoa;Número de plazas estimadas;2011M01;1.717
20 Gipuzkoa;Número de plazas estimadas;2010M12;1.684
20 Gipuzkoa;Número de plazas estimadas;2010M11;1.794
20 Gipuzkoa;Número de plazas estimadas;2010M10;1.833
20 Gipuzkoa;Número de plazas estimadas;2010M09;1.717
20 Gipuzkoa;Número de plazas estimadas;2010M08;1.731
20 Gipuzkoa;Número de plazas estimadas;2010M07;1.583
20 Gipuzkoa;Número de plazas estimadas;2010M06;1.528
20 Gipuzkoa;Número de plazas estimadas;2010M05;1.479
20 Gipuzkoa;Número de plazas estimadas;2010M04;1.463
20 Gipuzkoa;Número de plazas estimadas;2010M03;1.480
20 Gipuzkoa;Número de plazas estimadas;2010M02;1.452
20 Gipuzkoa;Número de plazas estimadas;2010M01;1.372
20 Gipuzkoa;Número de plazas estimadas;2009M12;1.433
20 Gipuzkoa;Número de plazas estimadas;2009M11;1.477
20 Gipuzkoa;Número de plazas estimadas;2009M10;1.477
20 Gipuzkoa;Número de plazas estimadas;2009M09;1.523
20 Gipuzkoa;Número de plazas estimadas;2009M08;1.537
20 Gipuzkoa;Número de plazas estimadas;2009M07;1.550
20 Gipuzkoa;Número de plazas estimadas;2009M06;1.553
20 Gipuzkoa;Número de plazas estimadas;2009M05;1.538
20 Gipuzkoa;Número de plazas estimadas;2009M04;1.557
20 Gipuzkoa;Número de plazas estimadas;2009M03;1.527
20 Gipuzkoa;Número de plazas estimadas;2009M02;1.391
20 Gipuzkoa;Número de plazas estimadas;2009M01;1.349
20 Gipuzkoa;Número de plazas estimadas;2008M12;1.399
20 Gipuzkoa;Número de plazas estimadas;2008M11;1.438
20 Gipuzkoa;Número de plazas estimadas;2008M10;1.450
20 Gipuzkoa;Número de plazas estimadas;2008M09;1.444
20 Gipuzkoa;Número de plazas estimadas;2008M08;1.496
20 Gipuzkoa;Número de plazas estimadas;2008M07;1.509
20 Gipuzkoa;Número de plazas estimadas;2008M06;1.493
20 Gipuzkoa;Número de plazas estimadas;2008M05;1.485
20 Gipuzkoa;Número de plazas estimadas;2008M04;1.475
20 Gipuzkoa;Número de plazas estimadas;2008M03;1.467
20 Gipuzkoa;Número de plazas estimadas;2008M02;1.382
20 Gipuzkoa;Número de plazas estimadas;2008M01;1.327
20 Gipuzkoa;Número de plazas estimadas;2007M12;1.315
20 Gipuzkoa;Número de plazas estimadas;2007M11;1.446
20 Gipuzkoa;Número de plazas estimadas;2007M10;1.436
20 Gipuzkoa;Número de plazas estimadas;2007M09;1.372
20 Gipuzkoa;Número de plazas estimadas;2007M08;1.446
20 Gipuzkoa;Número de plazas estimadas;2007M07;1.437
20 Gipuzkoa;Número de plazas estimadas;2007M06;1.428
20 Gipuzkoa;Número de plazas estimadas;2007M05;1.418
20 Gipuzkoa;Número de plazas estimadas;2007M04;1.399
20 Gipuzkoa;Número de plazas estimadas;2007M03;1.280
20 Gipuzkoa;Número de plazas estimadas;2007M02;1.202
20 Gipuzkoa;Número de plazas estimadas;2007M01;1.146
20 Gipuzkoa;Número de plazas estimadas;2006M12;1.133
20 Gipuzkoa;Número de plazas estimadas;2006M11;1.291
20 Gipuzkoa;Número de plazas estimadas;2006M10;1.304
20 Gipuzkoa;Número de plazas estimadas;2006M09;1.251
20 Gipuzkoa;Número de plazas estimadas;2006M08;1.334
20 Gipuzkoa;Número de plazas estimadas;2006M07;1.336
20 Gipuzkoa;Número de plazas estimadas;2006M06;1.309
20 Gipuzkoa;Número de plazas estimadas;2006M05;1.345
20 Gipuzkoa;Número de plazas estimadas;2006M04;1.345
20 Gipuzkoa;Número de plazas estimadas;2006M03;1.345
20 Gipuzkoa;Número de plazas estimadas;2006M02;1.321
20 Gipuzkoa;Número de plazas estimadas;2006M01;1.259
20 Gipuzkoa;Número de plazas estimadas;2005M12;1.223
20 Gipuzkoa;Número de plazas estimadas;2005M11;1.303
20 Gipuzkoa;Número de plazas estimadas;2005M10;1.287
20 Gipuzkoa;Número de plazas estimadas;2005M09;1.227
20 Gipuzkoa;Número de plazas estimadas;2005M08;1.275
20 Gipuzkoa;Número de plazas estimadas;2005M07;1.243
20 Gipuzkoa;Número de plazas estimadas;2005M06;1.211
20 Gipuzkoa;Número de plazas estimadas;2005M05;1.211
20 Gipuzkoa;Número de plazas estimadas;2005M04;1.211
20 Gipuzkoa;Número de plazas estimadas;2005M03;1.168
20 Gipuzkoa;Número de plazas estimadas;2005M02;1.185
20 Gipuzkoa;Número de plazas estimadas;2005M01;1.084
20 Gipuzkoa;Grado de ocupación por plazas;2026M06;28,03
20 Gipuzkoa;Grado de ocupación por plazas;2026M05;29,27
20 Gipuzkoa;Grado de ocupación por plazas;2026M04;22,85
20 Gipuzkoa;Grado de ocupación por plazas;2026M03;18,83
20 Gipuzkoa;Grado de ocupación por plazas;2026M02;13,11
20 Gipuzkoa;Grado de ocupación por plazas;2026M01;10,23
20 Gipuzkoa;Grado de ocupación por plazas;2025M12;21,87
20 Gipuzkoa;Grado de ocupación por plazas;2025M11;20,45
20 Gipuzkoa;Grado de ocupación por plazas;2025M10;27,18
20 Gipuzkoa;Grado de ocupación por plazas;2025M09;39,65
20 Gipuzkoa;Grado de ocupación por plazas;2025M08;72,68
20 Gipuzkoa;Grado de ocupación por plazas;2025M07;59,26
20 Gipuzkoa;Grado de ocupación por plazas;2025M06;40,63
20 Gipuzkoa;Grado de ocupación por plazas;2025M05;34,92
20 Gipuzkoa;Grado de ocupación por plazas;2025M04;31,65
20 Gipuzkoa;Grado de ocupación por plazas;2025M03;20,7
20 Gipuzkoa;Grado de ocupación por plazas;2025M02;14,13
20 Gipuzkoa;Grado de ocupación por plazas;2025M01;12,77
20 Gipuzkoa;Grado de ocupación por plazas;2024M12;22,19
20 Gipuzkoa;Grado de ocupación por plazas;2024M11;22,21
20 Gipuzkoa;Grado de ocupación por plazas;2024M10;25,6
20 Gipuzkoa;Grado de ocupación por plazas;2024M09;36,95
20 Gipuzkoa;Grado de ocupación por plazas;2024M08;70,21
20 Gipuzkoa;Grado de ocupación por plazas;2024M07;60,25
20 Gipuzkoa;Grado de ocupación por plazas;2024M06;33,64
20 Gipuzkoa;Grado de ocupación por plazas;2024M05;31,96
20 Gipuzkoa;Grado de ocupación por plazas;2024M04;27,29
20 Gipuzkoa;Grado de ocupación por plazas;2024M03;28,48
20 Gipuzkoa;Grado de ocupación por plazas;2024M02;18,93
20 Gipuzkoa;Grado de ocupación por plazas;2024M01;13,79
20 Gipuzkoa;Grado de ocupación por plazas;2023M12;25,96
20 Gipuzkoa;Grado de ocupación por plazas;2023M11;20,81
20 Gipuzkoa;Grado de ocupación por plazas;2023M10;30,08
20 Gipuzkoa;Grado de ocupación por plazas;2023M09;43,57
20 Gipuzkoa;Grado de ocupación por plazas;2023M08;71,08
20 Gipuzkoa;Grado de ocupación por plazas;2023M07;63,28
20 Gipuzkoa;Grado de ocupación por plazas;2023M06;34,77
20 Gipuzkoa;Grado de ocupación por plazas;2023M05;27,39
20 Gipuzkoa;Grado de ocupación por plazas;2023M04;35,18
20 Gipuzkoa;Grado de ocupación por plazas;2023M03;24,04
20 Gipuzkoa;Grado de ocupación por plazas;2023M02;17,89
20 Gipuzkoa;Grado de ocupación por plazas;2023M01;11,38
20 Gipuzkoa;Grado de ocupación por plazas;2022M12;22,6
20 Gipuzkoa;Grado de ocupación por plazas;2022M11;20,05
20 Gipuzkoa;Grado de ocupación por plazas;2022M10;28,64
20 Gipuzkoa;Grado de ocupación por plazas;2022M09;38,4
20 Gipuzkoa;Grado de ocupación por plazas;2022M08;70,64
20 Gipuzkoa;Grado de ocupación por plazas;2022M07;60,5
20 Gipuzkoa;Grado de ocupación por plazas;2022M06;34,61
20 Gipuzkoa;Grado de ocupación por plazas;2022M05;26,98
20 Gipuzkoa;Grado de ocupación por plazas;2022M04;31,82
20 Gipuzkoa;Grado de ocupación por plazas;2022M03;17,76
20 Gipuzkoa;Grado de ocupación por plazas;2022M02;15,19
20 Gipuzkoa;Grado de ocupación por plazas;2022M01;8,96
20 Gipuzkoa;Grado de ocupación por plazas;2021M12;19,09
20 Gipuzkoa;Grado de ocupación por plazas;2021M11;16,7
20 Gipuzkoa;Grado de ocupación por plazas;2021M10;28,74
20 Gipuzkoa;Grado de ocupación por plazas;2021M09;34,48
20 Gipuzkoa;Grado de ocupación por plazas;2021M08;69,9
20 Gipuzkoa;Grado de ocupación por plazas;2021M07;53,11
20 Gipuzkoa;Grado de ocupación por plazas;2021M06;20,97
20 Gipuzkoa;Grado de ocupación por plazas;2021M05;12,36
20 Gipuzkoa;Grado de ocupación por plazas;2021M04;16,65
20 Gipuzkoa;Grado de ocupación por plazas;2021M03;15,57
20 Gipuzkoa;Grado de ocupación por plazas;2021M02;6,36
20 Gipuzkoa;Grado de ocupación por plazas;2021M01;5,22
20 Gipuzkoa;Grado de ocupación por plazas;2020M12;4,64
20 Gipuzkoa;Grado de ocupación por plazas;2020M11;5,02
20 Gipuzkoa;Grado de ocupación por plazas;2020M10;13,26
20 Gipuzkoa;Grado de ocupación por plazas;2020M09;23,37
20 Gipuzkoa;Grado de ocupación por plazas;2020M08;57,45
20 Gipuzkoa;Grado de ocupación por plazas;2020M07;36,2
20 Gipuzkoa;Grado de ocupación por plazas;2020M06;17,14
20 Gipuzkoa;Grado de ocupación por plazas;2020M05;11,34
20 Gipuzkoa;Grado de ocupación por plazas;2020M04;.
20 Gipuzkoa;Grado de ocupación por plazas;2020M03;10,78
20 Gipuzkoa;Grado de ocupación por plazas;2020M02;16,21
20 Gipuzkoa;Grado de ocupación por plazas;2020M01;10,63
20 Gipuzkoa;Grado de ocupación por plazas;2019M12;21,47
20 Gipuzkoa;Grado de ocupación por plazas;2019M11;18,98
20 Gipuzkoa;Grado de ocupación por plazas;2019M10;23,51
20 Gipuzkoa;Grado de ocupación por plazas;2019M09;38,78
20 Gipuzkoa;Grado de ocupación por plazas;2019M08;70,72
20 Gipuzkoa;Grado de ocupación por plazas;2019M07;57,1
20 Gipuzkoa;Grado de ocupación por plazas;2019M06;31,11
20 Gipuzkoa;Grado de ocupación por plazas;2019M05;27,28
20 Gipuzkoa;Grado de ocupación por plazas;2019M04;32,05
20 Gipuzkoa;Grado de ocupación por plazas;2019M03;19,27
20 Gipuzkoa;Grado de ocupación por plazas;2019M02;16,81
20 Gipuzkoa;Grado de ocupación por plazas;2019M01;12,09
20 Gipuzkoa;Grado de ocupación por plazas;2018M12;21,99
20 Gipuzkoa;Grado de ocupación por plazas;2018M11;19,2
20 Gipuzkoa;Grado de ocupación por plazas;2018M10;26,79
20 Gipuzkoa;Grado de ocupación por plazas;2018M09;38,27
20 Gipuzkoa;Grado de ocupación por plazas;2018M08;75,02
20 Gipuzkoa;Grado de ocupación por plazas;2018M07;59,75
20 Gipuzkoa;Grado de ocupación por plazas;2018M06;31,73
20 Gipuzkoa;Grado de ocupación por plazas;2018M05;28,37
20 Gipuzkoa;Grado de ocupación por plazas;2018M04;29,07
20 Gipuzkoa;Grado de ocupación por plazas;2018M03;26,44
20 Gipuzkoa;Grado de ocupación por plazas;2018M02;14,42
20 Gipuzkoa;Grado de ocupación por plazas;2018M01;11,53
20 Gipuzkoa;Grado de ocupación por plazas;2017M12;27,73
20 Gipuzkoa;Grado de ocupación por plazas;2017M11;16,77
20 Gipuzkoa;Grado de ocupación por plazas;2017M10;27,28
20 Gipuzkoa;Grado de ocupación por plazas;2017M09;38,35
20 Gipuzkoa;Grado de ocupación por plazas;2017M08;77,84
20 Gipuzkoa;Grado de ocupación por plazas;2017M07;59,96
20 Gipuzkoa;Grado de ocupación por plazas;2017M06;32,92
20 Gipuzkoa;Grado de ocupación por plazas;2017M05;26,08
20 Gipuzkoa;Grado de ocupación por plazas;2017M04;36,99
20 Gipuzkoa;Grado de ocupación por plazas;2017M03;21,18
20 Gipuzkoa;Grado de ocupación por plazas;2017M02;15,95
20 Gipuzkoa;Grado de ocupación por plazas;2017M01;10,15
20 Gipuzkoa;Grado de ocupación por plazas;2016M12;22,6
20 Gipuzkoa;Grado de ocupación por plazas;2016M11;17,15
20 Gipuzkoa;Grado de ocupación por plazas;2016M10;29,45
20 Gipuzkoa;Grado de ocupación por plazas;2016M09;38,06
20 Gipuzkoa;Grado de ocupación por plazas;2016M08;78,47
20 Gipuzkoa;Grado de ocupación por plazas;2016M07;62,82
20 Gipuzkoa;Grado de ocupación por plazas;2016M06;31,18
20 Gipuzkoa;Grado de ocupación por plazas;2016M05;26,15
20 Gipuzkoa;Grado de ocupación por plazas;2016M04;23,61
20 Gipuzkoa;Grado de ocupación por plazas;2016M03;30,98
20 Gipuzkoa;Grado de ocupación por plazas;2016M02;18,87
20 Gipuzkoa;Grado de ocupación por plazas;2016M01;16,59
20 Gipuzkoa;Grado de ocupación por plazas;2015M12;22,66
20 Gipuzkoa;Grado de ocupación por plazas;2015M11;19,36
20 Gipuzkoa;Grado de ocupación por plazas;2015M10;27,5
20 Gipuzkoa;Grado de ocupación por plazas;2015M09;40,12
20 Gipuzkoa;Grado de ocupación por plazas;2015M08;74,39
20 Gipuzkoa;Grado de ocupación por plazas;2015M07;59,77
20 Gipuzkoa;Grado de ocupación por plazas;2015M06;28,29
20 Gipuzkoa;Grado de ocupación por plazas;2015M05;23,7
20 Gipuzkoa;Grado de ocupación por plazas;2015M04;24,88
20 Gipuzkoa;Grado de ocupación por plazas;2015M03;16,62
20 Gipuzkoa;Grado de ocupación por plazas;2015M02;12,66
20 Gipuzkoa;Grado de ocupación por plazas;2015M01;10,85
20 Gipuzkoa;Grado de ocupación por plazas;2014M12;16,27
20 Gipuzkoa;Grado de ocupación por plazas;2014M11;14,94
20 Gipuzkoa;Grado de ocupación por plazas;2014M10;19,66
20 Gipuzkoa;Grado de ocupación por plazas;2014M09;30,74
20 Gipuzkoa;Grado de ocupación por plazas;2014M08;74,71
20 Gipuzkoa;Grado de ocupación por plazas;2014M07;51,03
20 Gipuzkoa;Grado de ocupación por plazas;2014M06;22,61
20 Gipuzkoa;Grado de ocupación por plazas;2014M05;20,48
20 Gipuzkoa;Grado de ocupación por plazas;2014M04;25,87
20 Gipuzkoa;Grado de ocupación por plazas;2014M03;13,09
20 Gipuzkoa;Grado de ocupación por plazas;2014M02;9,77
20 Gipuzkoa;Grado de ocupación por plazas;2014M01;8,12
20 Gipuzkoa;Grado de ocupación por plazas;2013M12;14,24
20 Gipuzkoa;Grado de ocupación por plazas;2013M11;14,01
20 Gipuzkoa;Grado de ocupación por plazas;2013M10;13,04
20 Gipuzkoa;Grado de ocupación por plazas;2013M09;24,94
20 Gipuzkoa;Grado de ocupación por plazas;2013M08;65,67
20 Gipuzkoa;Grado de ocupación por plazas;2013M07;44
20 Gipuzkoa;Grado de ocupación por plazas;2013M06;18,67
20 Gipuzkoa;Grado de ocupación por plazas;2013M05;17,55
20 Gipuzkoa;Grado de ocupación por plazas;2013M04;14,43
20 Gipuzkoa;Grado de ocupación por plazas;2013M03;23,56
20 Gipuzkoa;Grado de ocupación por plazas;2013M02;9,23
20 Gipuzkoa;Grado de ocupación por plazas;2013M01;6,87
20 Gipuzkoa;Grado de ocupación por plazas;2012M12;11,12
20 Gipuzkoa;Grado de ocupación por plazas;2012M11;13,23
20 Gipuzkoa;Grado de ocupación por plazas;2012M10;16,91
20 Gipuzkoa;Grado de ocupación por plazas;2012M09;25,45
20 Gipuzkoa;Grado de ocupación por plazas;2012M08;67,13
20 Gipuzkoa;Grado de ocupación por plazas;2012M07;46,61
20 Gipuzkoa;Grado de ocupación por plazas;2012M06;17,27
20 Gipuzkoa;Grado de ocupación por plazas;2012M05;13,31
20 Gipuzkoa;Grado de ocupación por plazas;2012M04;25,93
20 Gipuzkoa;Grado de ocupación por plazas;2012M03;12,55
20 Gipuzkoa;Grado de ocupación por plazas;2012M02;9,65
20 Gipuzkoa;Grado de ocupación por plazas;2012M01;7,05
20 Gipuzkoa;Grado de ocupación por plazas;2011M12;17,02
20 Gipuzkoa;Grado de ocupación por plazas;2011M11;10,16
20 Gipuzkoa;Grado de ocupación por plazas;2011M10;18,01
20 Gipuzkoa;Grado de ocupación por plazas;2011M09;28,82
20 Gipuzkoa;Grado de ocupación por plazas;2011M08;70,47
20 Gipuzkoa;Grado de ocupación por plazas;2011M07;48
20 Gipuzkoa;Grado de ocupación por plazas;2011M06;21,89
20 Gipuzkoa;Grado de ocupación por plazas;2011M05;18,88
20 Gipuzkoa;Grado de ocupación por plazas;2011M04;28,37
20 Gipuzkoa;Grado de ocupación por plazas;2011M03;14,94
20 Gipuzkoa;Grado de ocupación por plazas;2011M02;11,97
20 Gipuzkoa;Grado de ocupación por plazas;2011M01;6,36
20 Gipuzkoa;Grado de ocupación por plazas;2010M12;20,27
20 Gipuzkoa;Grado de ocupación por plazas;2010M11;11,16
20 Gipuzkoa;Grado de ocupación por plazas;2010M10;22,5
20 Gipuzkoa;Grado de ocupación por plazas;2010M09;29,68
20 Gipuzkoa;Grado de ocupación por plazas;2010M08;71,62
20 Gipuzkoa;Grado de ocupación por plazas;2010M07;48,83
20 Gipuzkoa;Grado de ocupación por plazas;2010M06;22,78
20 Gipuzkoa;Grado de ocupación por plazas;2010M05;19,99
20 Gipuzkoa;Grado de ocupación por plazas;2010M04;27,52
20 Gipuzkoa;Grado de ocupación por plazas;2010M03;20,29
20 Gipuzkoa;Grado de ocupación por plazas;2010M02;14,69
20 Gipuzkoa;Grado de ocupación por plazas;2010M01;10,13
20 Gipuzkoa;Grado de ocupación por plazas;2009M12;21,01
20 Gipuzkoa;Grado de ocupación por plazas;2009M11;17,43
20 Gipuzkoa;Grado de ocupación por plazas;2009M10;22,14
20 Gipuzkoa;Grado de ocupación por plazas;2009M09;34,82
20 Gipuzkoa;Grado de ocupación por plazas;2009M08;75,46
20 Gipuzkoa;Grado de ocupación por plazas;2009M07;45,42
20 Gipuzkoa;Grado de ocupación por plazas;2009M06;25,78
20 Gipuzkoa;Grado de ocupación por plazas;2009M05;24,02
20 Gipuzkoa;Grado de ocupación por plazas;2009M04;32,39
20 Gipuzkoa;Grado de ocupación por plazas;2009M03;23,22
20 Gipuzkoa;Grado de ocupación por plazas;2009M02;17,49
20 Gipuzkoa;Grado de ocupación por plazas;2009M01;12,91
20 Gipuzkoa;Grado de ocupación por plazas;2008M12;22,95
20 Gipuzkoa;Grado de ocupación por plazas;2008M11;17,13
20 Gipuzkoa;Grado de ocupación por plazas;2008M10;22,74
20 Gipuzkoa;Grado de ocupación por plazas;2008M09;36,73
20 Gipuzkoa;Grado de ocupación por plazas;2008M08;79,18
20 Gipuzkoa;Grado de ocupación por plazas;2008M07;54,86
20 Gipuzkoa;Grado de ocupación por plazas;2008M06;30,15
20 Gipuzkoa;Grado de ocupación por plazas;2008M05;26,98
20 Gipuzkoa;Grado de ocupación por plazas;2008M04;21,1
20 Gipuzkoa;Grado de ocupación por plazas;2008M03;27,98
20 Gipuzkoa;Grado de ocupación por plazas;2008M02;19,79
20 Gipuzkoa;Grado de ocupación por plazas;2008M01;16,55
20 Gipuzkoa;Grado de ocupación por plazas;2007M12;24,04
20 Gipuzkoa;Grado de ocupación por plazas;2007M11;21,61
20 Gipuzkoa;Grado de ocupación por plazas;2007M10;24,11
20 Gipuzkoa;Grado de ocupación por plazas;2007M09;34,86
20 Gipuzkoa;Grado de ocupación por plazas;2007M08;79,15
20 Gipuzkoa;Grado de ocupación por plazas;2007M07;52,23
20 Gipuzkoa;Grado de ocupación por plazas;2007M06;28,13
20 Gipuzkoa;Grado de ocupación por plazas;2007M05;23,05
20 Gipuzkoa;Grado de ocupación por plazas;2007M04;40,36
20 Gipuzkoa;Grado de ocupación por plazas;2007M03;19,36
20 Gipuzkoa;Grado de ocupación por plazas;2007M02;15,75
20 Gipuzkoa;Grado de ocupación por plazas;2007M01;12,94
20 Gipuzkoa;Grado de ocupación por plazas;2006M12;25,85
20 Gipuzkoa;Grado de ocupación por plazas;2006M11;19,99
20 Gipuzkoa;Grado de ocupación por plazas;2006M10;28,5
20 Gipuzkoa;Grado de ocupación por plazas;2006M09;41,91
20 Gipuzkoa;Grado de ocupación por plazas;2006M08;86,2
20 Gipuzkoa;Grado de ocupación por plazas;2006M07;65,52
20 Gipuzkoa;Grado de ocupación por plazas;2006M06;31,82
20 Gipuzkoa;Grado de ocupación por plazas;2006M05;20,01
20 Gipuzkoa;Grado de ocupación por plazas;2006M04;39,5
20 Gipuzkoa;Grado de ocupación por plazas;2006M03;21,97
20 Gipuzkoa;Grado de ocupación por plazas;2006M02;19,08
